program	transformation	lhs	rhs	text
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToLowercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" (""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToLowercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Number""), 1), RegexPositionRelative(x, RegexPair(""Number"", ""Îµ""), 1))), ConstStr("")\"""")))))))))))))))"	"""Advances In Computers, Volume 62: Advances In Software Engineering (advances In Computers)""->""Advances in Computers (Advances in Computers, 62)"""	"""Advances In Computers, Volume 62: Advances In Software Engineering (advances In Computers)"""	"""Advances in Computers (Advances in Computers, 62)"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToLowercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" (""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToLowercase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Number""), 1), RegexPositionRelative(x, RegexPair(""Number"", ""Îµ""), 1))), ConstStr("")\"""")))))))))))))))] [Transformation: ""Advances In Computers, Volume 62: Advances In Software Engineering (advances In Computers)"" transforms to ""Advances in Computers (Advances in Computers, 62)""]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Left Parenthesis"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1)))), Concat(ConstStr("", Volume ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Number""), 1), RegexPositionRelative(x, RegexPair(""Number"", ""Îµ""), 1))), Concat(ConstStr("": ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" Software Engineering (advances ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Left Parenthesis""), 1)))), ConstStr("")\"""")))))))))"	"""Advances in Computers (Advances in Computers, 62)""->""Advances In Computers, Volume 62: Advances In Software Engineering (advances In Computers)"""	"""Advances in Computers (Advances in Computers, 62)"""	"""Advances In Computers, Volume 62: Advances In Software Engineering (advances In Computers)"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Left Parenthesis"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Comma""), 1)))), Concat(ConstStr("", Volume ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Number""), 1), RegexPositionRelative(x, RegexPair(""Number"", ""Îµ""), 1))), Concat(ConstStr("": ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Double Quote"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""WhiteSpaceâ—¦Alphanumeric"", ""Îµ""), 1)))), Concat(ConstStr("" Software Engineering (advances ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in ToSimpleTitleCase(SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Left Parenthesis""), 1)))), ConstStr("")\"""")))))))))] [Transformation: ""Advances in Computers (Advances in Computers, 62)"" transforms to ""Advances In Computers, Volume 62: Advances In Software Engineering (advances In Computers)""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" V. ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1)))))"	Marvin Zelkowitz->Marvin V. Zelkowitz	Marvin Zelkowitz	Marvin V. Zelkowitz	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" V. ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1)))))] [Transformation: Marvin Zelkowitz transforms to Marvin V. Zelkowitz]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1)))))"	Marvin V. Zelkowitz->Marvin Zelkowitz	Marvin V. Zelkowitz	Marvin Zelkowitz	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1)))))] [Transformation: Marvin V. Zelkowitz transforms to Marvin Zelkowitz]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Left Parenthesis""), 1)))"	Designing Applications with MSMQ: Message Queuing for Developers (The Addison-Wesley Microsoft Technology Series)->Designing Applications with MSMQ: Message Queuing for Developers	Designing Applications with MSMQ: Message Queuing for Developers (The Addison-Wesley Microsoft Technology Series)	Designing Applications with MSMQ: Message Queuing for Developers	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Left Parenthesis""), 1)))] [Transformation: Designing Applications with MSMQ: Message Queuing for Developers (The Addison-Wesley Microsoft Technology Series) transforms to Designing Applications with MSMQ: Message Queuing for Developers]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, ConstStr("" (The Addison-Wesley Microsoft Technology Series)""))"	Designing Applications with MSMQ: Message Queuing for Developers->Designing Applications with MSMQ: Message Queuing for Developers (The Addison-Wesley Microsoft Technology Series)	Designing Applications with MSMQ: Message Queuing for Developers	Designing Applications with MSMQ: Message Queuing for Developers (The Addison-Wesley Microsoft Technology Series)	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, ConstStr("" (The Addison-Wesley Microsoft Technology Series)""))] [Transformation: Designing Applications with MSMQ: Message Queuing for Developers transforms to Designing Applications with MSMQ: Message Queuing for Developers (The Addison-Wesley Microsoft Technology Series)]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr(""\"""")))))"	"Alan Dickman->""Dickman, Alan"""	Alan Dickman	"""Dickman, Alan"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr(""\"""")))))] [Transformation: Alan Dickman transforms to ""Dickman, Alan""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))"	"""Dickman, Alan""->Alan Dickman"	"""Dickman, Alan"""	Alan Dickman	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))] [Transformation: ""Dickman, Alan"" transforms to Alan Dickman]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Camel Case""), 1), RegexPositionRelative(x, RegexPair(""Camel Case"", ""Îµ""), 1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Hyphen"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1)))))"	Skew-Tolerant Circuit Design->Skew Tolerant Circuit Design	Skew-Tolerant Circuit Design	Skew Tolerant Circuit Design	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Camel Case""), 1), RegexPositionRelative(x, RegexPair(""Camel Case"", ""Îµ""), 1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Hyphen"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1)))))] [Transformation: Skew-Tolerant Circuit Design transforms to Skew Tolerant Circuit Design]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr(""-""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1)))))"	Skew Tolerant Circuit Design->Skew-Tolerant Circuit Design	Skew Tolerant Circuit Design	Skew-Tolerant Circuit Design	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), Concat(ConstStr(""-""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""WhiteSpace"", ""Îµ""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""Line Separator""), -1)))))] [Transformation: Skew Tolerant Circuit Design transforms to Skew-Tolerant Circuit Design]"
"Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr(""\"""")))))"	"David Harris->""Harris, David"""	David Harris	"""Harris, David"""	"[Program: Concat(ConstStr(""\""""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("", ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1))), ConstStr(""\"""")))))] [Transformation: David Harris transforms to ""Harris, David""]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))"	"""Harris, David""->David Harris"	"""Harris, David"""	David Harris	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), -1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), -1))), Concat(ConstStr("" ""), let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Alphanumeric"", ""Îµ""), 1)))))] [Transformation: ""Harris, David"" transforms to David Harris]"
"let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Left Parenthesis""), 1)))"	Software Engineering (6th Edition)->Software Engineering	Software Engineering (6th Edition)	Software Engineering	"[Program: let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""Alphanumeric""), 1), RegexPositionRelative(x, RegexPair(""Îµ"", ""WhiteSpaceâ—¦Left Parenthesis""), 1)))] [Transformation: Software Engineering (6th Edition) transforms to Software Engineering]"
"Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("" (6th ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), -1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), -1))), ConstStr(""dition)""))))"	Software Engineering->Software Engineering (6th Edition)	Software Engineering	Software Engineering (6th Edition)	"[Program: Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in x, Concat(ConstStr("" (6th ""), Concat(let columnName = ""0"" in let x = ChooseInput(vs, columnName) in SubStr(x, PosPair(RegexPositionRelative(x, RegexPair(""Îµ"", ""ALL CAPS""), -1), RegexPositionRelative(x, RegexPair(""ALL CAPS"", ""Îµ""), -1))), ConstStr(""dition)""))))] [Transformation: Software Engineering transforms to Software Engineering (6th Edition)]"
